city,month,country,high_temp,low_temp,mean_temp,precipitation,humidity,dew_point,wind,pressure,visibility
Islamabad,February,Pakistan,68 °F,45 °F,56 °F,"4.31""",65%,43 °F,10 mph,"30.02 ""Hg",3 mi
Islamabad,March,Pakistan,76 °F,53 °F,65 °F,"8.24""",59%,48 °F,12 mph,"29.93 ""Hg",4 mi
Islamabad,April,Pakistan,87 °F,62 °F,74 °F,"3.81""",50%,53 °F,15 mph,"29.81 ""Hg",4 mi
Islamabad,May,Pakistan,97 °F,71 °F,84 °F,"3.85""",41%,56 °F,16 mph,"29.64 ""Hg",4 mi
Islamabad,June,Pakistan,100 °F,76 °F,88 °F,"4.47""",46%,63 °F,17 mph,"29.50 ""Hg",4 mi
Islamabad,July,Pakistan,95 °F,77 °F,86 °F,"12.58""",67%,73 °F,15 mph,"29.49 ""Hg",4 mi
Islamabad,August,Pakistan,92 °F,76 °F,84 °F,"10.37""",73%,74 °F,13 mph,"29.57 ""Hg",4 mi
Islamabad,September,Pakistan,92 °F,71 °F,82 °F,"4.24""",67%,69 °F,10 mph,"29.70 ""Hg",4 mi
Islamabad,October,Pakistan,87 °F,61 °F,74 °F,"2.99""",60%,57 °F,8 mph,"29.89 ""Hg",3 mi
Islamabad,November,Pakistan,77 °F,49 °F,63 °F,"2.12""",63%,47 °F,6 mph,"30.02 ""Hg",3 mi
Islamabad,December,Pakistan,68 °F,41 °F,54 °F,"1.88""",67%,41 °F,5 mph,"30.09 ""Hg",2 mi
Rio de Janeiro,January,Brazil,87 °F,76 °F,82 °F,"3.94""",77%,73 °F,13 mph,"29.87 ""Hg",6 mi
Rio de Janeiro,February,Brazil,88 °F,76 °F,82 °F,"3.06""",77%,73 °F,13 mph,"29.89 ""Hg",6 mi
Rio de Janeiro,March,Brazil,86 °F,75 °F,80 °F,"4.07""",79%,73 °F,13 mph,"29.92 ""Hg",6 mi
Rio de Janeiro,April,Brazil,83 °F,73 °F,78 °F,"2.56""",79%,70 °F,12 mph,"29.98 ""Hg",6 mi
Rio de Janeiro,May,Brazil,79 °F,69 °F,74 °F,"1.92""",79%,66 °F,11 mph,"30.03 ""Hg",6 mi
Rio de Janeiro,June,Brazil,78 °F,67 °F,73 °F,"1.12""",79%,65 °F,11 mph,"30.09 ""Hg",6 mi
Rio de Janeiro,July,Brazil,77 °F,66 °F,72 °F,"0.95""",78%,64 °F,12 mph,"30.12 ""Hg",6 mi
Rio de Janeiro,August,Brazil,78 °F,67 °F,72 °F,"0.87""",77%,64 °F,12 mph,"30.11 ""Hg",6 mi
Rio de Janeiro,September,Brazil,79 °F,68 °F,74 °F,"1.55""",78%,65 °F,14 mph,"30.04 ""Hg",6 mi
Rio de Janeiro,October,Brazil,80 °F,70 °F,75 °F,"2.21""",78%,67 °F,14 mph,"29.97 ""Hg",6 mi
Rio de Janeiro,November,Brazil,82 °F,71 °F,76 °F,"4.25""",80%,69 °F,14 mph,"29.91 ""Hg",6 mi
Rio de Janeiro,December,Brazil,85 °F,74 °F,79 °F,"4.92""",79%,72 °F,14 mph,"29.87 ""Hg",6 mi
Atlanta,January,USA,54 °F,33 °F,44 °F,"4.21""",66%,32 °F,9 mph,"30.15 ""Hg",9 mi
Atlanta,February,USA,58 °F,36 °F,47 °F,"4.59""",65%,35 °F,10 mph,"30.11 ""Hg",9 mi
Atlanta,March,USA,66 °F,43 °F,54 °F,"4.42""",62%,40 °F,10 mph,"30.08 ""Hg",9 mi
Atlanta,April,USA,74 °F,49 °F,62 °F,"3.67""",63%,48 °F,9 mph,"30.02 ""Hg",9 mi
Atlanta,May,USA,81 °F,59 °F,70 °F,"3.62""",67%,58 °F,7 mph,"30.02 ""Hg",9 mi
Atlanta,June,USA,87 °F,67 °F,77 °F,"3.84""",70%,66 °F,6 mph,"30.00 ""Hg",9 mi
Atlanta,July,USA,90 °F,70 °F,80 °F,"4.82""",70%,69 °F,6 mph,"30.02 ""Hg",8 mi
Atlanta,August,USA,89 °F,70 °F,79 °F,"3.97""",71%,68 °F,5 mph,"30.01 ""Hg",8 mi
Atlanta,September,USA,84 °F,63 °F,74 °F,"3.52""",71%,63 °F,6 mph,"30.03 ""Hg",9 mi
Atlanta,October,USA,75 °F,52 °F,63 °F,"3.35""",71%,53 °F,7 mph,"30.07 ""Hg",9 mi
Atlanta,November,USA,64 °F,40 °F,52 °F,"3.80""",67%,41 °F,7 mph,"30.15 ""Hg",9 mi
Atlanta,December,USA,56 °F,36 °F,46 °F,"4.32""",69%,36 °F,8 mph,"30.15 ""Hg",9 mi
Istanbul,January,Turkey,48 °F,39 °F,44 °F,"2.87""",78%,37 °F,19 mph,"30.12 ""Hg",6 mi
Istanbul,February,Turkey,50 °F,39 °F,44 °F,"2.99""",77%,37 °F,19 mph,"30.09 ""Hg",6 mi
Istanbul,March,Turkey,54 °F,42 °F,48 °F,"2.60""",73%,39 °F,18 mph,"30.03 ""Hg",6 mi
Istanbul,April,Turkey,62 °F,48 °F,55 °F,"1.75""",69%,44 °F,16 mph,"29.97 ""Hg",6 mi
Istanbul,May,Turkey,72 °F,57 °F,64 °F,"1.29""",69%,53 °F,16 mph,"29.95 ""Hg",6 mi
Istanbul,June,Turkey,81 °F,66 °F,73 °F,"1.24""",65%,60 °F,17 mph,"29.93 ""Hg",6 mi
Istanbul,July,Turkey,86 °F,71 °F,78 °F,"0.83""",63%,63 °F,20 mph,"29.88 ""Hg",6 mi
Istanbul,August,Turkey,86 °F,72 °F,79 °F,"0.82""",65%,65 °F,20 mph,"29.91 ""Hg",6 mi
Istanbul,September,Turkey,78 °F,65 °F,71 °F,"1.58""",67%,59 °F,18 mph,"29.98 ""Hg",6 mi
Istanbul,October,Turkey,69 °F,57 °F,63 °F,"2.24""",74%,54 °F,17 mph,"30.08 ""Hg",6 mi
Istanbul,November,Turkey,60 °F,49 °F,54 °F,"2.42""",76%,47 °F,17 mph,"30.12 ""Hg",6 mi
Istanbul,December,Turkey,52 °F,42 °F,47 °F,"3.32""",77%,40 °F,20 mph,"30.13 ""Hg",6 mi
Riyadh,January,Saudi Arabia,69 °F,49 °F,59 °F,"3.97""",44%,35 °F,12 mph,"30.12 ""Hg",6 mi
Riyadh,February,Saudi Arabia,75 °F,53 °F,64 °F,"6.29""",34%,33 °F,14 mph,"30.05 ""Hg",6 mi
Riyadh,March,Saudi Arabia,83 °F,60 °F,71 °F,"5.73""",29%,35 °F,15 mph,"29.96 ""Hg",5 mi
Riyadh,April,Saudi Arabia,93 °F,70 °F,81 °F,"8.68""",25%,39 °F,15 mph,"29.86 ""Hg",5 mi
Riyadh,May,Saudi Arabia,103 °F,80 °F,91 °F,"5.59""",16%,37 °F,14 mph,"29.75 ""Hg",5 mi
Riyadh,June,Saudi Arabia,109 °F,84 °F,96 °F,"1.10""",10%,31 °F,15 mph,"29.61 ""Hg",6 mi
Riyadh,July,Saudi Arabia,111 °F,86 °F,98 °F,"1.20""",10%,33 °F,15 mph,"29.51 ""Hg",6 mi
Riyadh,August,Saudi Arabia,110 °F,85 °F,98 °F,"1.29""",12%,36 °F,13 mph,"29.56 ""Hg",6 mi
Riyadh,September,Saudi Arabia,105 °F,80 °F,92 °F,"0.67""",14%,35 °F,11 mph,"29.72 ""Hg",6 mi
Riyadh,October,Saudi Arabia,95 °F,70 °F,83 °F,"0.12""",20%,36 °F,10 mph,"29.91 ""Hg",6 mi
Riyadh,November,Saudi Arabia,81 °F,60 °F,71 °F,"3.60""",38%,41 °F,11 mph,"30.04 ""Hg",6 mi
Riyadh,December,Saudi Arabia,72 °F,52 °F,62 °F,"4.34""",45%,38 °F,11 mph,"30.13 ""Hg",6 mi
Auckland,January,New Zealand,75 °F,61 °F,68 °F,"2.08""",75%,59 °F,20 mph,"29.98 ""Hg",13 mi
Auckland,February,New Zealand,76 °F,62 °F,69 °F,"2.35""",75%,60 °F,18 mph,"30.00 ""Hg",13 mi
Auckland,March,New Zealand,73 °F,59 °F,66 °F,"2.69""",77%,58 °F,18 mph,"30.04 ""Hg",13 mi
Auckland,April,New Zealand,69 °F,55 °F,62 °F,"3.02""",80%,55 °F,16 mph,"30.06 ""Hg",12 mi
Auckland,May,New Zealand,64 °F,51 °F,58 °F,"4.26""",84%,52 °F,17 mph,"30.01 ""Hg",11 mi
Auckland,June,New Zealand,60 °F,48 °F,54 °F,"4.11""",85%,49 °F,17 mph,"30.00 ""Hg",11 mi
Auckland,July,New Zealand,58 °F,46 °F,52 °F,"4.50""",85%,47 °F,17 mph,"29.99 ""Hg",11 mi
Auckland,August,New Zealand,59 °F,47 °F,53 °F,"3.91""",83%,48 °F,19 mph,"29.97 ""Hg",11 mi
Auckland,September,New Zealand,62 °F,49 °F,55 °F,"3.44""",81%,49 °F,20 mph,"30.00 ""Hg",12 mi
Auckland,October,New Zealand,64 °F,52 °F,58 °F,"3.23""",79%,51 °F,23 mph,"30.00 ""Hg",11 mi
Auckland,November,New Zealand,67 °F,55 °F,61 °F,"2.98""",77%,53 °F,22 mph,"29.97 ""Hg",11 mi
Auckland,December,New Zealand,71 °F,59 °F,65 °F,"2.90""",76%,57 °F,21 mph,"29.96 ""Hg",12 mi
Jakarta,January,Indonesia,87 °F,77 °F,82 °F,"8.29""",80%,75 °F,7 mph,"29.82 ""Hg",4 mi
Jakarta,February,Indonesia,87 °F,77 °F,82 °F,"8.23""",81%,75 °F,6 mph,"29.83 ""Hg",4 mi
Jakarta,March,Indonesia,89 °F,78 °F,83 °F,"6.20""",77%,75 °F,6 mph,"29.83 ""Hg",4 mi
Jakarta,April,Indonesia,91 °F,78 °F,85 °F,"6.43""",76%,75 °F,6 mph,"29.82 ""Hg",4 mi
Jakarta,May,Indonesia,92 °F,79 °F,85 °F,"5.82""",74%,76 °F,5 mph,"29.82 ""Hg",4 mi
Jakarta,June,Indonesia,91 °F,78 °F,85 °F,"4.05""",73%,75 °F,5 mph,"29.83 ""Hg",4 mi
Jakarta,July,Indonesia,90 °F,77 °F,84 °F,"5.06""",71%,73 °F,5 mph,"29.84 ""Hg",4 mi
Jakarta,August,Indonesia,91 °F,78 °F,84 °F,"4.10""",69%,73 °F,6 mph,"29.85 ""Hg",4 mi
Jakarta,September,Indonesia,91 °F,78 °F,85 °F,"3.77""",68%,73 °F,6 mph,"29.85 ""Hg",4 mi
Jakarta,October,Indonesia,92 °F,79 °F,85 °F,"2.88""",70%,74 °F,6 mph,"29.83 ""Hg",4 mi
Jakarta,November,Indonesia,91 °F,78 °F,85 °F,"4.20""",74%,75 °F,6 mph,"29.81 ""Hg",4 mi
Jakarta,December,Indonesia,89 °F,78 °F,84 °F,"4.67""",76%,74 °F,7 mph,"29.81 ""Hg",4 mi
Rome,January,Italy,55 °F,37 °F,46 °F,"1.90""",74%,39 °F,8 mph,"30.06 ""Hg",5 mi
Rome,February,Italy,58 °F,38 °F,48 °F,"1.67""",67%,38 °F,9 mph,"30.03 ""Hg",5 mi
Rome,March,Italy,62 °F,43 °F,53 °F,"1.63""",65%,42 °F,11 mph,"29.99 ""Hg",6 mi
Rome,April,Italy,67 °F,48 °F,58 °F,"2.24""",67%,48 °F,10 mph,"29.93 ""Hg",6 mi
Rome,May,Italy,76 °F,56 °F,66 °F,"1.88""",64%,55 °F,10 mph,"29.96 ""Hg",6 mi
Rome,June,Italy,84 °F,63 °F,73 °F,"1.14""",58%,59 °F,10 mph,"29.97 ""Hg",6 mi
Rome,July,Italy,89 °F,67 °F,78 °F,"1.01""",55%,62 °F,11 mph,"29.95 ""Hg",7 mi
Rome,August,Italy,90 °F,67 °F,79 °F,"1.12""",57%,64 °F,10 mph,"29.95 ""Hg",6 mi
Rome,September,Italy,81 °F,60 °F,71 °F,"2.24""",64%,59 °F,9 mph,"29.98 ""Hg",6 mi
Rome,October,Italy,73 °F,53 °F,63 °F,"2.94""",72%,55 °F,8 mph,"30.02 ""Hg",6 mi
Rome,November,Italy,64 °F,47 °F,55 °F,"3.28""",76%,48 °F,8 mph,"30.00 ""Hg",6 mi
Rome,December,Italy,56 °F,40 °F,48 °F,"2.77""",77%,41 °F,8 mph,"30.05 ""Hg",5 mi
Baghdad,January,Iraq,51 °F,32 °F,42 °F,"3.10""",64%,28 °F,7 mph,"30.15 ""Hg",6 mi
Baghdad,February,Iraq,54 °F,35 °F,45 °F,"3.04""",59%,29 °F,8 mph,"30.10 ""Hg",6 mi
Baghdad,March,Iraq,61 °F,40 °F,50 °F,"2.98""",55%,33 °F,8 mph,"30.00 ""Hg",6 mi
Baghdad,April,Iraq,70 °F,48 °F,59 °F,"1.73""",47%,37 °F,7 mph,"29.91 ""Hg",6 mi
Baghdad,May,Iraq,82 °F,59 °F,70 °F,"1.14""",34%,38 °F,7 mph,"29.79 ""Hg",6 mi
Baghdad,June,Iraq,93 °F,67 °F,80 °F,"0.12""",20%,34 °F,8 mph,"29.60 ""Hg",6 mi
Baghdad,July,Iraq,99 °F,73 °F,86 °F,"0.14""",18%,36 °F,8 mph,"29.47 ""Hg",6 mi
Baghdad,August,Iraq,98 °F,72 °F,85 °F,"0.11""",19%,36 °F,8 mph,"29.54 ""Hg",6 mi
Baghdad,September,Iraq,91 °F,65 °F,78 °F,"0.06""",21%,33 °F,7 mph,"29.73 ""Hg",6 mi
Baghdad,October,Iraq,79 °F,55 °F,67 °F,"0.57""",34%,33 °F,7 mph,"29.94 ""Hg",6 mi
Baghdad,November,Iraq,63 °F,44 °F,53 °F,"2.34""",58%,35 °F,6 mph,"30.08 ""Hg",6 mi
Baghdad,December,Iraq,55 °F,36 °F,46 °F,"2.18""",64%,31 °F,6 mph,"30.17 ""Hg",6 mi
Jerusalem,January,Israel,65 °F,49 °F,57 °F,"5.37""",71%,45 °F,13 mph,"30.07 ""Hg",6 mi
Jerusalem,February,Israel,66 °F,49 °F,58 °F,"3.81""",70%,46 °F,13 mph,"30.04 ""Hg",6 mi
Jerusalem,March,Israel,70 °F,52 °F,61 °F,"2.03""",67%,48 °F,14 mph,"29.99 ""Hg",6 mi
Jerusalem,April,Israel,76 °F,57 °F,67 °F,"1.06""",63%,51 °F,13 mph,"29.93 ""Hg",6 mi
Jerusalem,May,Israel,82 °F,63 °F,72 °F,"0.92""",61%,57 °F,14 mph,"29.89 ""Hg",6 mi
Jerusalem,June,Israel,86 °F,70 °F,78 °F,"0.62""",64%,64 °F,14 mph,"29.83 ""Hg",6 mi
Jerusalem,July,Israel,89 °F,74 °F,82 °F,"0.90""",66%,68 °F,14 mph,"29.74 ""Hg",6 mi
Jerusalem,August,Israel,90 °F,75 °F,83 °F,"0.72""",66%,70 °F,13 mph,"29.77 ""Hg",6 mi
Jerusalem,September,Israel,88 °F,73 °F,80 °F,"0.59""",64%,66 °F,13 mph,"29.87 ""Hg",6 mi
Jerusalem,October,Israel,84 °F,67 °F,75 °F,"0.83""",63%,61 °F,12 mph,"29.95 ""Hg",6 mi
Jerusalem,November,Israel,77 °F,58 °F,67 °F,"2.44""",62%,52 °F,12 mph,"30.01 ""Hg",6 mi
Jerusalem,December,Israel,69 °F,51 °F,60 °F,"4.18""",68%,47 °F,12 mph,"30.07 ""Hg",6 mi
Salt Lake City,January,USA,39 °F,23 °F,31 °F,"1.40""",75%,23 °F,8 mph,"30.21 ""Hg",8 mi
Salt Lake City,February,USA,44 °F,27 °F,36 °F,"1.29""",67%,25 °F,10 mph,"30.09 ""Hg",9 mi
Salt Lake City,March,USA,55 °F,35 °F,45 °F,"1.76""",55%,29 °F,11 mph,"30.01 ""Hg",11 mi
Salt Lake City,April,USA,62 °F,40 °F,51 °F,"2.13""",50%,32 °F,12 mph,"29.93 ""Hg",11 mi
Salt Lake City,May,USA,73 °F,49 °F,61 °F,"1.78""",45%,38 °F,11 mph,"29.87 ""Hg",11 mi
Salt Lake City,June,USA,85 °F,58 °F,71 °F,"0.89""",35%,41 °F,11 mph,"29.83 ""Hg",11 mi
Salt Lake City,July,USA,94 °F,67 °F,81 °F,"0.53""",30%,45 °F,11 mph,"29.85 ""Hg",11 mi
Salt Lake City,August,USA,92 °F,65 °F,78 °F,"0.66""",32%,45 °F,12 mph,"29.87 ""Hg",11 mi
Salt Lake City,September,USA,81 °F,55 °F,68 °F,"1.01""",39%,40 °F,10 mph,"29.93 ""Hg",11 mi
Salt Lake City,October,USA,65 °F,42 °F,54 °F,"1.33""",51%,35 °F,10 mph,"30.02 ""Hg",11 mi
Salt Lake City,November,USA,51 °F,31 °F,41 °F,"1.25""",64%,28 °F,9 mph,"30.13 ""Hg",10 mi
Salt Lake City,December,USA,39 °F,24 °F,31 °F,"1.37""",74%,23 °F,9 mph,"30.19 ""Hg",8 mi
Bangkok,January,Thailand,90 °F,73 °F,82 °F,"0.94""",66%,68 °F,9 mph,"29.90 ""Hg",5 mi
Bangkok,February,Thailand,93 °F,76 °F,84 °F,"0.57""",68%,71 °F,11 mph,"29.87 ""Hg",5 mi
Bangkok,March,Thailand,95 °F,79 °F,87 °F,"2.37""",70%,74 °F,13 mph,"29.83 ""Hg",6 mi
Bangkok,April,Thailand,97 °F,80 °F,88 °F,"4.67""",71%,76 °F,13 mph,"29.79 ""Hg",6 mi
Bangkok,May,Thailand,95 °F,80 °F,88 °F,"7.99""",73%,76 °F,12 mph,"29.75 ""Hg",6 mi
Bangkok,June,Thailand,94 °F,79 °F,86 °F,"8.28""",74%,76 °F,13 mph,"29.73 ""Hg",6 mi
Bangkok,July,Thailand,93 °F,79 °F,86 °F,"7.45""",75%,75 °F,13 mph,"29.73 ""Hg",6 mi
Bangkok,August,Thailand,92 °F,79 °F,85 °F,"7.87""",76%,75 °F,13 mph,"29.74 ""Hg",6 mi
Bangkok,September,Thailand,92 °F,78 °F,85 °F,"12.48""",79%,76 °F,11 mph,"29.77 ""Hg",6 mi
Bangkok,October,Thailand,91 °F,78 °F,84 °F,"7.89""",78%,75 °F,9 mph,"29.83 ""Hg",6 mi
Bangkok,November,Thailand,91 °F,76 °F,84 °F,"1.69""",69%,71 °F,9 mph,"29.86 ""Hg",6 mi
Bangkok,December,Thailand,89 °F,73 °F,81 °F,"0.72""",64%,67 °F,9 mph,"29.90 ""Hg",5 mi
Johannesburg,January,South Africa,80 °F,59 °F,69 °F,"5.55""",70%,57 °F,16 mph,"30.00 ""Hg",11 mi
Johannesburg,February,South Africa,79 °F,58 °F,69 °F,"4.78""",70%,56 °F,14 mph,"30.02 ""Hg",10 mi
Johannesburg,March,South Africa,77 °F,56 °F,67 °F,"3.80""",68%,53 °F,14 mph,"30.06 ""Hg",10 mi
Johannesburg,April,South Africa,73 °F,51 °F,62 °F,"1.76""",63%,47 °F,14 mph,"30.13 ""Hg",10 mi
Johannesburg,May,South Africa,69 °F,45 °F,57 °F,"0.93""",52%,37 °F,13 mph,"30.19 ""Hg",10 mi
Johannesburg,June,South Africa,65 °F,40 °F,52 °F,"0.32""",49%,31 °F,14 mph,"30.27 ""Hg",9 mi
Johannesburg,July,South Africa,64 °F,39 °F,52 °F,"0.15""",47%,29 °F,14 mph,"30.30 ""Hg",9 mi
Johannesburg,August,South Africa,70 °F,43 °F,57 °F,"0.51""",44%,31 °F,17 mph,"30.21 ""Hg",10 mi
Johannesburg,September,South Africa,77 °F,49 °F,63 °F,"0.86""",42%,35 °F,18 mph,"30.13 ""Hg",10 mi
Johannesburg,October,South Africa,79 °F,53 °F,66 °F,"2.81""",54%,45 °F,19 mph,"30.07 ""Hg",11 mi
Johannesburg,November,South Africa,79 °F,55 °F,67 °F,"4.01""",63%,51 °F,18 mph,"30.02 ""Hg",11 mi
Johannesburg,December,South Africa,79 °F,58 °F,68 °F,"5.62""",69%,55 °F,17 mph,"30.01 ""Hg",11 mi
San Francisco,January,USA,57 °F,45 °F,51 °F,"4.01""",79%,45 °F,9 mph,"30.14 ""Hg",9 mi
San Francisco,February,USA,60 °F,47 °F,53 °F,"3.93""",76%,45 °F,13 mph,"30.08 ""Hg",10 mi
San Francisco,March,USA,62 °F,48 °F,55 °F,"2.58""",73%,46 °F,16 mph,"30.07 ""Hg",10 mi
San Francisco,April,USA,64 °F,50 °F,57 °F,"1.35""",69%,46 °F,21 mph,"30.05 ""Hg",10 mi
San Francisco,May,USA,67 °F,52 °F,60 °F,"0.48""",69%,48 °F,24 mph,"30.00 ""Hg",10 mi
San Francisco,June,USA,70 °F,54 °F,62 °F,"0.14""",68%,51 °F,24 mph,"29.95 ""Hg",11 mi
San Francisco,July,USA,71 °F,56 °F,64 °F,"0.01""",71%,53 °F,23 mph,"29.95 ""Hg",10 mi
San Francisco,August,USA,72 °F,57 °F,65 °F,"0.04""",72%,54 °F,22 mph,"29.94 ""Hg",10 mi
San Francisco,September,USA,73 °F,56 °F,65 °F,"0.08""",70%,53 °F,19 mph,"29.93 ""Hg",10 mi
San Francisco,October,USA,71 °F,54 °F,62 °F,"0.94""",68%,50 °F,14 mph,"30.00 ""Hg",10 mi
San Francisco,November,USA,63 °F,49 °F,56 °F,"2.00""",74%,48 °F,10 mph,"30.10 ""Hg",9 mi
San Francisco,December,USA,57 °F,45 °F,51 °F,"4.30""",77%,44 °F,10 mph,"30.13 ""Hg",9 mi
Barcelona,January,Spain,57 °F,42 °F,49 °F,"1.62""",73%,40 °F,17 mph,"30.12 ""Hg",7 mi
Barcelona,February,Spain,58 °F,43 °F,51 °F,"1.28""",72%,41 °F,16 mph,"30.10 ""Hg",7 mi
Barcelona,March,Spain,61 °F,47 °F,54 °F,"1.49""",73%,45 °F,16 mph,"30.06 ""Hg",7 mi
Barcelona,April,Spain,65 °F,51 °F,58 °F,"1.88""",73%,49 °F,16 mph,"29.97 ""Hg",8 mi
Barcelona,May,Spain,71 °F,57 °F,64 °F,"1.69""",74%,55 °F,15 mph,"29.99 ""Hg",8 mi
Barcelona,June,Spain,78 °F,65 °F,71 °F,"1.02""",72%,61 °F,15 mph,"30.02 ""Hg",8 mi
Barcelona,July,Spain,83 °F,70 °F,76 °F,"1.06""",71%,66 °F,15 mph,"30.01 ""Hg",8 mi
Barcelona,August,Spain,84 °F,70 °F,77 °F,"1.88""",71%,67 °F,15 mph,"30.00 ""Hg",8 mi
Barcelona,September,Spain,79 °F,65 °F,72 °F,"3.42""",73%,62 °F,15 mph,"30.02 ""Hg",8 mi
Barcelona,October,Spain,72 °F,58 °F,65 °F,"3.22""",76%,56 °F,15 mph,"30.03 ""Hg",7 mi
Barcelona,November,Spain,64 °F,49 °F,56 °F,"1.89""",73%,47 °F,16 mph,"30.02 ""Hg",8 mi
Barcelona,December,Spain,59 °F,43 °F,51 °F,"1.34""",73%,41 °F,17 mph,"30.11 ""Hg",8 mi
Karachi,January,Pakistan,79 °F,54 °F,67 °F,"0.58""",49%,44 °F,10 mph,"30.03 ""Hg",4 mi
Karachi,February,Pakistan,84 °F,59 °F,72 °F,"0.10""",49%,49 °F,12 mph,"29.97 ""Hg",4 mi
Karachi,March,Pakistan,90 °F,68 °F,79 °F,"0.31""",53%,57 °F,13 mph,"29.88 ""Hg",4 mi
Karachi,April,Pakistan,95 °F,76 °F,85 °F,"0.04""",58%,66 °F,16 mph,"29.78 ""Hg",4 mi
Karachi,May,Pakistan,96 °F,81 °F,89 °F,"0.14""",66%,74 °F,20 mph,"29.67 ""Hg",4 mi
Karachi,June,Pakistan,96 °F,84 °F,90 °F,"0.82""",68%,76 °F,22 mph,"29.54 ""Hg",4 mi
Karachi,July,Pakistan,92 °F,83 °F,88 °F,"2.84""",71%,76 °F,22 mph,"29.51 ""Hg",4 mi
Karachi,August,Pakistan,90 °F,81 °F,85 °F,"3.62""",73%,75 °F,20 mph,"29.58 ""Hg",4 mi
Karachi,September,Pakistan,92 °F,79 °F,86 °F,"1.59""",69%,73 °F,18 mph,"29.69 ""Hg",4 mi
Karachi,October,Pakistan,96 °F,74 °F,85 °F,"0.25""",58%,65 °F,11 mph,"29.84 ""Hg",4 mi
Karachi,November,Pakistan,90 °F,64 °F,77 °F,"0.08""",49%,53 °F,9 mph,"29.95 ""Hg",4 mi
Karachi,December,Pakistan,82 °F,57 °F,69 °F,"0.40""",48%,46 °F,9 mph,"30.02 ""Hg",3 mi
San Juan,January,Puerto Rico,83 °F,72 °F,78 °F,"4.05""",78%,69 °F,14 mph,"30.03 ""Hg",10 mi
San Juan,February,Puerto Rico,84 °F,72 °F,78 °F,"2.66""",76%,69 °F,15 mph,"30.03 ""Hg",10 mi
San Juan,March,Puerto Rico,85 °F,72 °F,79 °F,"2.18""",74%,69 °F,15 mph,"30.01 ""Hg",10 mi
San Juan,April,Puerto Rico,86 °F,74 °F,80 °F,"4.62""",74%,70 °F,15 mph,"29.98 ""Hg",10 mi
San Juan,May,Puerto Rico,88 °F,76 °F,82 °F,"5.56""",77%,73 °F,15 mph,"29.99 ""Hg",10 mi
San Juan,June,Puerto Rico,89 °F,77 °F,83 °F,"4.91""",77%,74 °F,16 mph,"30.02 ""Hg",10 mi
San Juan,July,Puerto Rico,89 °F,78 °F,83 °F,"6.09""",78%,75 °F,18 mph,"30.03 ""Hg",10 mi
San Juan,August,Puerto Rico,89 °F,78 °F,84 °F,"6.32""",78%,75 °F,16 mph,"29.99 ""Hg",10 mi
San Juan,September,Puerto Rico,89 °F,78 °F,83 °F,"6.49""",77%,75 °F,12 mph,"29.94 ""Hg",10 mi
San Juan,October,Puerto Rico,89 °F,77 °F,83 °F,"5.31""",78%,74 °F,11 mph,"29.92 ""Hg",10 mi
San Juan,November,Puerto Rico,86 °F,75 °F,81 °F,"7.27""",79%,73 °F,11 mph,"29.93 ""Hg",10 mi
San Juan,December,Puerto Rico,84 °F,73 °F,79 °F,"4.95""",78%,71 °F,13 mph,"29.99 ""Hg",10 mi
Beijing,January,China,36 °F,17 °F,27 °F,"0.11""",43%,4 °F,12 mph,"30.38 ""Hg",6 mi
Beijing,February,China,43 °F,22 °F,33 °F,"0.31""",41%,9 °F,11 mph,"30.29 ""Hg",6 mi
Beijing,March,China,56 °F,33 °F,45 °F,"0.40""",40%,19 °F,13 mph,"30.13 ""Hg",6 mi
Beijing,April,China,70 °F,46 °F,58 °F,"0.98""",43%,33 °F,13 mph,"29.94 ""Hg",6 mi
Beijing,May,China,81 °F,57 °F,69 °F,"1.55""",49%,47 °F,12 mph,"29.79 ""Hg",7 mi
Beijing,June,China,88 °F,67 °F,77 °F,"2.78""",60%,60 °F,10 mph,"29.67 ""Hg",6 mi
Beijing,July,China,89 °F,72 °F,81 °F,"6.32""",74%,70 °F,9 mph,"29.64 ""Hg",5 mi
Beijing,August,China,87 °F,70 °F,79 °F,"4.96""",75%,69 °F,9 mph,"29.75 ""Hg",5 mi
Beijing,September,China,80 °F,60 °F,70 °F,"2.39""",68%,57 °F,9 mph,"29.95 ""Hg",6 mi
Beijing,October,China,67 °F,45 °F,56 °F,"1.33""",61%,40 °F,9 mph,"30.15 ""Hg",6 mi
Beijing,November,China,51 °F,31 °F,41 °F,"0.65""",55%,23 °F,10 mph,"30.26 ""Hg",5 mi
Beijing,December,China,39 °F,20 °F,30 °F,"0.10""",47%,9 °F,12 mph,"30.37 ""Hg",6 mi
Kathmandu,January,Nepal,65 °F,38 °F,51 °F,"0.64""",67%,39 °F,6 mph,"30.01 ""Hg",3 mi
Kathmandu,February,Nepal,71 °F,43 °F,57 °F,"0.95""",64%,43 °F,7 mph,"29.97 ""Hg",3 mi
Kathmandu,March,Nepal,78 °F,49 °F,63 °F,"1.72""",59%,46 °F,9 mph,"29.88 ""Hg",4 mi
Kathmandu,April,Nepal,82 °F,55 °F,69 °F,"2.42""",57%,51 °F,9 mph,"29.76 ""Hg",4 mi
Kathmandu,May,Nepal,84 °F,61 °F,72 °F,"4.00""",66%,59 °F,8 mph,"29.68 ""Hg",4 mi
Kathmandu,June,Nepal,85 °F,67 °F,76 °F,"8.49""",76%,67 °F,8 mph,"29.58 ""Hg",4 mi
